PID USER PR NI VIRT RES SHR S %CPU %MEM TIME+ COMMAND
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.43 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 6.7 0.8 0:03.44 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.46 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.47 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 13.3 0.8 0:03.49 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.50 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.51 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 20.0 0.8 0:03.54 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.55 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.56 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 13.3 0.8 0:03.58 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.59 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.60 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 6.7 0.8 0:03.61 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.63 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.65 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 6.7 0.8 0:03.66 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.68 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.69 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 6.7 0.8 0:03.70 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.71 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.72 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 13.3 0.8 0:03.74 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.76 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.77 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 13.3 0.8 0:03.79 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.80 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.81 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 6.7 0.8 0:03.82 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.84 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.85 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 13.3 0.8 0:03.87 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.88 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.90 Main
[1m29282 fiendfa+ 20 0 232776 128100 27808 R 6.7 0.8 0:03.91 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.92 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.93 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 13.3 0.8 0:03.95 Main
9282 fiendfa+ 20 0 232776 128100 27808 S 6.7 0.8 0:03.96 Main
